"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Jeff Adrien","PF","25","HOU","8","0","63","7","16",".438","0","0","0","7","16",".438",".438","7","12",".583","5","17","22","1","0","2","2","13","21",2012,"11.2",".493",".000",".750","9.1","31.6","20.3","2.4","0.0","2.4","8.6","16.8","0.1","0.1","0.1",".106","-4.0","-0.2","-4.3","0.0"
"2","Arron Afflalo","SG","26","DEN","62","62","2086","329","699",".471","88","221",".398","241","478",".504",".534","197","247",".798","40","157","197","149","36","13","85","134","943",2012,"14.7",".584",".316",".353","2.3","8.5","5.5","11.1","0.9","0.5","9.5","19.1","4.7","0.6","5.3",".121","1.4","-1.2","0.1","1.1"
"3","Blake Ahearn","PG","27","UTA","4","0","30","4","14",".286","2","9",".222","2","5",".400",".357","0","0","0","0","2","2","1","0","0","5","4","10",2012,"-7.3",".357",".643",".000","0.0","7.7","3.8","5.2","0.0","0.0","26.3","28.4","-0.2","0.0","-0.2","-0.315","-12.7","-6.8","-19.5","-0.1"
"4","Solomon Alabi","C","23","TOR","14","0","122","13","36",".361","0","0","0","13","36",".361",".361","7","8",".875","15","32","47","3","2","9","5","11","33",2012,"14.2",".418",".000",".222","14.6","30.4","22.6","4.1","0.9","6.0","11.2","17.2","0.0","0.2","0.2",".083","-2.9","0.7","-2.2","0.0"
"5","Cole Aldrich","C","23","OKC","26","0","173","22","42",".524","0","0","0","22","42",".524",".524","13","14",".929","13","35","48","3","8","16","9","22","57",2012,"17.7",".592",".000",".333","9.2","21.6","15.8","2.7","2.4","6.7","15.7","14.9","0.3","0.4","0.6",".176","-1.3","2.2","1.0","0.1"
"6","LaMarcus Aldridge","PF","26","POR","55","55","1994","483","943",".512","2","11",".182","481","932",".516",".513","223","274",".814","150","292","442","134","51","45","111","153","1191",2012,"22.7",".560",".012",".291","8.6","17.5","12.9","13.2","1.3","1.7","9.5","27.0","5.4","1.6","7.0",".169","3.4","-0.4","3.0","2.5"
"7","Lavoy Allen","PF","22","PHI","41","15","624","79","167",".473","0","0","0","79","167",".473",".473","11","14",".786","47","124","171","34","13","18","20","73","169",2012,"12.7",".488",".000",".084","8.3","22.2","15.2","8.4","1.1","2.2","10.4","14.5","0.4","1.2","1.6",".124","-2.8","1.0","-1.7","0.0"
"8","Ray Allen*","SG","36","BOS","46","42","1565","226","493",".458","106","234",".453","120","259",".463",".566","97","106",".915","14","128","142","109","49","8","68","83","655",2012,"14.8",".607",".475",".215","1.1","9.2","5.3","11.8","1.7","0.4","11.2","18.6","2.5","2.2","4.7",".145","1.5","0.7","2.2","1.6"
"9","Tony Allen","SG","30","MEM","58","57","1525","210","448",".469","8","26",".308","202","422",".479",".478","140","175",".800","98","135","233","79","104","33","94","142","568",2012,"15.7",".541",".058",".391","7.4","10.6","8.9","8.3","3.6","1.8","15.2","18.4","1.7","2.5","4.2",".131","-0.6","2.3","1.7","1.4"
"10","Morris Almond","SG","26","WAS","4","0","67","6","17",".353","1","3",".333","5","14",".357",".382","1","3",".333","1","7","8","2","7","0","1","6","14",2012,"8.7",".382",".176",".176","1.7","11.9","6.7","4.4","5.4","0.0","5.2","12.9","-0.1","0.1","0.0",".032","-6.0","4.2","-1.8","0.0"
"11","Al-Farouq Aminu","SF","21","NOH","66","21","1477","150","365",".411","13","47",".277","137","318",".431",".429","86","114",".754","95","213","308","66","59","34","91","136","399",2012,"10.6",".481",".129",".312","7.8","16.9","12.4","7.2","2.2","1.9","18.0","16.2","-0.4","1.8","1.4",".044","-2.9","0.6","-2.2","-0.1"
"12","Lou Amundson","PF","29","IND","60","0","753","89","207",".430","0","0","0","89","207",".430",".430","35","82",".427","94","128","222","14","27","44","45","125","213",2012,"11.5",".438",".000",".396","14.1","19.0","16.6","3.0","1.9","4.6","15.6","17.3","-0.3","1.3","1.0",".062","-4.0","0.1","-4.0","-0.4"
"13","Chris Andersen","C","33","DEN","32","1","486","59","108",".546","0","0","0","59","108",".546",".546","50","82",".610","48","100","148","6","19","46","17","52","168",2012,"18.9",".583",".000",".759","11.9","23.3","17.8","1.8","2.0","7.4","10.6","14.8","1.0","0.8","1.9",".183","0.5","1.8","2.3","0.5"
"14","Alan Anderson","SF","29","TOR","17","12","461","55","142",".387","24","61",".393","31","81",".383",".472","29","34",".853","8","26","34","26","5","3","25","35","163",2012,"8.7",".519",".430",".239","2.1","6.5","4.3","9.5","0.6","0.5","13.7","18.6","0.1","0.2","0.3",".032","-1.7","-1.3","-3.0","-0.1"
"15","James Anderson","SG","22","SAS","51","2","603","66","174",".379","19","68",".279","47","106",".443",".434","39","52",".750","16","63","79","41","8","2","30","35","190",2012,"8.8",".483",".391",".299","3.1","11.8","7.5","9.6","0.7","0.2","13.2","17.2","0.1","0.4","0.5",".040","-2.7","-1.4","-4.1","-0.3"
"16","Ryan Anderson","PF","23","ORL","61","61","1964","332","757",".439","166","422",".393","166","335",".496",".548","150","171",".877","224","247","471","54","50","26","57","146","980",2012,"21.2",".589",".557",".226","13.0","14.7","13.8","5.1","1.4","1.0","6.4","21.2","7.0","1.9","8.9",".219","5.2","-1.1","4.0","3.0"
"17","Carmelo Anthony","SF","27","NYK","55","55","1876","441","1025",".430","68","203",".335","373","822",".454",".463","295","367",".804","88","256","344","200","62","24","144","156","1245",2012,"21.1",".525",".198",".358","5.4","15.9","10.6","21.0","1.7","1.0","10.8","31.8","3.7","2.6","6.2",".160","3.8","-0.2","3.6","2.7"
"18","Joel Anthony","C","29","MIA","64","51","1349","85","152",".559","0","0","0","85","152",".559",".559","49","71",".690","100","150","250","9","36","84","45","126","219",2012,"10.3",".598",".000",".467","9.2","12.8","11.1","1.0","1.4","5.1","19.7","7.8","1.2","2.2","3.4",".122","-2.0","1.6","-0.5","0.5"
"19","Gilbert Arenas","PG","30","MEM","17","0","211","26","64",".406","13","39",".333","13","25",".520",".508","7","10",".700","2","16","18","18","11","1","12","35","72",2012,"9.9",".526",".609",".156","1.1","9.0","5.0","13.4","2.8","0.4","14.9","17.3","0.1","0.3","0.4",".088","-3.3","2.0","-1.3","0.0"
"20","Trevor Ariza","SF","26","NOH","41","41","1350","168","403",".417","29","87",".333","139","316",".440",".453","79","102",".775","41","174","215","135","69","25","76","73","444",2012,"14.2",".496",".216",".253","3.7","15.1","9.5","16.8","2.8","1.5","14.5","18.4","0.5","1.7","2.2",".078","-0.4","1.7","1.3","1.1"
"21","Ömer Asik","C","25","CHI","66","2","971","79","156",".506","0","0","0","79","156",".506",".506","47","103",".456","127","223","350","32","30","68","68","121","205",2012,"13.4",".509",".000",".660","14.9","25.1","20.1","4.8","1.7","5.0","25.2","12.6","0.1","2.5","2.6",".129","-3.2","2.5","-0.7","0.3"
"22","D.J. Augustin","PG","24","CHA","48","46","1408","183","487",".376","61","179",".341","122","308",".396",".438","105","120",".875","24","85","109","307","36","1","110","65","532",2012,"14.1",".493",".368",".246","1.9","7.2","4.4","38.9","1.3","0.1","16.9","21.3","0.7","-0.2","0.5",".018","0.7","-3.2","-2.5","-0.2"
"23","Gustavo Ayón","PF","26","NOH","54","24","1088","140","261",".536","0","1",".000","140","260",".538",".536","39","63",".619","86","179","265","74","53","46","46","118","319",2012,"16.7",".552",".004",".241","9.6","19.3","14.5","11.5","2.6","3.5","13.7","14.5","1.5","1.7","3.2",".142","0.0","2.5","2.5","1.2"
"24","Jeff Ayres","C","24","IND","20","1","106","15","36",".417","0","0","0","15","36",".417",".417","4","7",".571","12","21","33","4","3","2","2","16","34",2012,"13.4",".435",".000",".194","12.8","22.1","17.5","6.3","1.5","1.5","4.9","17.6","0.1","0.2","0.3",".115","-1.9","-1.0","-2.8","0.0"
"25","Kelenna Azubuike","SG","28","DAL","3","0","18","3","8",".375","1","3",".333","2","5",".400",".438","0","0","0","0","0","0","0","1","0","4","1","7",2012,"-3.4",".438",".375",".000","0.0","0.0","0.0","0.0","2.9","0.0","33.3","30.9","-0.1","0.0","-0.1","-0.325","-10.3","-3.7","-14.0","-0.1"
"26","Luke Babbitt","SF","22","POR","40","4","537","71","173",".410","43","100",".430","28","73",".384",".535","17","20",".850","16","79","95","16","10","4","27","46","202",2012,"11.3",".556",".578",".116","3.4","17.5","10.3","4.8","1.0","0.6","12.9","17.8","0.4","0.3","0.7",".064","-0.6","-1.8","-2.3","0.0"
"27","Renaldo Balkman","SF","27","NYK","14","0","115","16","32",".500","2","9",".222","14","23",".609",".531","8","11",".727","6","20","26","5","4","3","6","14","42",2012,"14.3",".570",".281",".344","6.0","20.3","13.1","7.2","1.8","2.1","14.0","16.7","0.1","0.2","0.3",".142","-1.3","0.8","-0.5","0.0"
"28","Leandro Barbosa","SG","29","TOT","64","0","1382","271","637",".425","65","170",".382","206","467",".441",".476","101","124",".815","33","95","128","96","56","7","94","135","708",2012,"14.0",".512",".267",".195","2.8","7.9","5.3","13.3","2.2","0.4","12.0","26.5","0.5","1.2","1.7",".060","-0.6","-0.6","-1.2","0.3"
"29","J.J. Barea","PG","27","MIN","41","11","1032","167","418",".400","53","143",".371","114","275",".415",".463","76","98",".776","14","100","114","232","21","0","103","61","463",2012,"14.9",".502",".342",".234","1.5","10.8","6.1","39.0","1.0","0.0","18.3","24.3","0.8","0.4","1.2",".056","1.1","-2.1","-1.0","0.3"
