"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Mahmoud Abdul-Rauf","PG","28","SAC","31","0","530","103","273",".377","5","31",".161","98","242",".405",".386","16","16","1.000","6","31","37","58","16","1","19","31","227",1998,"10.5",".405",".114",".059","1.2","6.7","3.9","19.7","1.6","0.1","6.4","25.1","-0.5","0.2","-0.3","-0.025","-3.1","-1.5","-4.6","-0.4"
"2","Tariq Abdul-Wahad","SG","23","SAC","59","16","959","144","357",".403","4","19",".211","140","338",".414",".409","84","125",".672","44","72","116","51","35","13","65","81","376",1998,"10.1",".456",".053",".350","5.0","8.6","6.7","8.9","1.9","0.9","13.6","22.1","-0.8","0.6","-0.2","-0.008","-3.6","-1.2","-4.8","-0.7"
"3","Shareef Abdur-Rahim","SF","21","VAN","82","82","2950","653","1347",".485","21","51",".412","632","1296",".488",".493","502","640",".784","227","354","581","213","89","76","257","201","1829",1998,"21.1",".562",".038",".475","8.9","13.8","11.3","13.5","1.6","1.8","13.6","28.4","6.3","0.6","6.9",".113","3.4","-1.8","1.6","2.6"
"4","Cory Alexander","PG","24","TOT","60","22","1298","171","400",".428","66","176",".375","105","224",".469",".510","80","102",".784","17","129","146","209","70","11","112","98","488",1998,"15.2",".548",".440",".255","1.5","11.7","6.6","28.7","2.9","0.6","20.1","19.8","1.0","1.2","2.2",".081","0.4","0.0","0.4","0.8"
"5","Ray Allen*","SG","22","MIL","82","82","3287","563","1315",".428","134","368",".364","429","947",".453",".479","342","391",".875","127","278","405","356","111","12","263","244","1602",1998,"16.2",".539",".280",".297","4.7","10.4","7.5","19.3","1.8","0.3","15.0","24.3","4.7","2.3","7.0",".102","1.9","-0.9","1.0","2.5"
"6","Derek Anderson","SF","23","CLE","66","13","1839","239","586",".408","17","84",".202","222","502",".442",".422","275","315",".873","55","132","187","227","86","13","128","136","770",1998,"15.3",".531",".143",".538","3.7","8.7","6.2","21.3","2.5","0.5","15.0","21.4","2.6","2.8","5.3",".139","0.3","1.4","1.7","1.7"
"7","Greg Anderson","C","33","ATL","50","0","398","36","81",".444","0","5",".000","36","76",".474",".444","16","41",".390","39","79","118","15","19","10","17","85","88",1998,"10.4",".444",".062",".506","12.0","22.6","17.4","5.9","2.6","1.8","14.7","13.5","0.0","0.7","0.7",".090","-4.3","0.9","-3.4","-0.1"
"8","Kenny Anderson","PG","27","TOT","61","56","1858","268","674",".398","57","160",".356","211","514",".411",".440","153","194",".789","39","134","173","345","87","1","143","135","746",1998,"14.8",".491",".237",".288","2.5","8.4","5.4","31.4","2.5","0.0","15.8","21.8","1.7","2.0","3.7",".096","0.3","0.0","0.3","1.1"
"9","Nick Anderson","SF","30","ORL","58","44","1701","343","754",".455","77","214",".360","266","540",".493",".506","127","199",".638","98","199","297","119","72","23","85","98","890",1998,"19.6",".529",".284",".264","6.6","14.1","10.3","14.1","2.3","1.0","9.2","25.0","3.1","2.1","5.3",".149","4.0","0.7","4.8","2.9"
"10","Shandon Anderson","SG","24","UTA","82","2","1602","269","500",".538","7","32",".219","262","468",".560",".545","136","185",".735","86","141","227","89","66","18","91","145","681",1998,"15.7",".586",".064",".370","7.1","10.3","8.8","9.4","2.2","0.8","13.5","19.5","2.9","1.4","4.2",".127","0.8","-0.1","0.7","1.1"
