"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Tariq Abdul-Wahad",2003,"57","40","21","14","204","0","1","0","27","57","0.474","12.4","0.4","0.2","0.2","0.47","0.103"
"2","Shareef Abdur-Rahim",2003,"1608","677","242","81","3087","21","60","0.35","545","1123","0.485","19.9","9.7","7.4","2.3","0.566","0.457"
"3","Courtney Alexander",2003,"523","118","79","66","1360","19","57","0.333","174","448","0.388","9.3","1.1","0.1","1","0.459","0.289"
"4","Malik Allen",2003,"767","425","54","80","2318","0","4","0","335","786","0.426","9.9","0.9","-1.7","2.6","0.455","0.153"
"5","Ray Allen*",2003,"1713","381","334","76","2880","201","533","0.377","397","830","0.478","21.3","9.1","7.6","1.5","0.565","0.253"
"6","Rafer Alston",2003,"366","107","192","47","980","51","130","0.392","88","205","0.429","14.4","1.2","0.7","0.5","0.51","0.161"
"7","John Amaechi",2003,"99","77","21","50","474","0","0","0","37","118","0.314","3.1","-0.7","-1.1","0.4","0.351","0.441"
"8","Chris Andersen",2003,"305","274","32","59","907","0","1","0","114","284","0.401","14","1.1","-0.5","1.7","0.44","0.491"
"9","Derek Anderson",2003,"1057","264","325","76","2556","116","331","0.35","239","501","0.477","16.9","8.1","5.9","2.2","0.556","0.323"
"10","Kenny Anderson",2003,"372","132","198","61","1135","1","7","0.143","162","375","0.432","13.6","1.6","0.4","1.3","0.457","0.149"
"11","Shandon Anderson",2003,"687","254","87","82","1731","52","140","0.371","196","397","0.494","13.4","2.7","1.2","1.4","0.553","0.354"
"12","Robert Archibald",2003,"19","17","3","12","72","0","0","0","6","20","0.3","2.4","-0.2","-0.3","0","0.34","0.9"
"13","Gilbert Arenas",2003,"1497","386","514","82","2866","109","313","0.348","400","867","0.461","18.6","6.5","5.8","0.7","0.54","0.397"
"14","Brandon Armstrong",2003,"24","4","2","17","69","1","6","0.167","8","21","0.381","3.9","-0.1","-0.2","0.1","0.405","0.222"
"15","Darrell Armstrong",2003,"769","295","323","82","2350","78","232","0.336","185","411","0.45","14.6","4.9","2.7","2.2","0.53","0.292"
"16","Carlos Arroyo",2003,"121","26","53","44","287","3","7","0.429","47","102","0.461","14.1","0.3","0.1","0.2","0.51","0.202"
"17","Chucky Atkins",2003,"462","96","175","65","1398","86","242","0.355","82","223","0.368","10.1","1.5","0.3","1.2","0.475","0.105"
"18","Stacey Augmon",2003,"212","119","69","70","862","0","7","0","79","185","0.427","9.3","1.2","0.2","1","0.474","0.375"
"19","Dalibor Bagaric",2003,"19","20","4","10","76","0","0","0","8","26","0.308","7.1","-0.1","-0.2","0.1","0.342","0.154"
"20","Vin Baker",2003,"270","198","29","52","942","0","4","0","99","203","0.488","10.6","1.6","0.5","1.1","0.531","0.517"
"21","Brent Barry",2003,"774","301","384","75","2480","118","293","0.403","146","284","0.514","15.8","7.3","4.8","2.5","0.597","0.279"
"22","Jon Barry",2003,"555","180","206","80","1473","87","214","0.407","104","210","0.495","17.9","5.6","3.4","2.2","0.593","0.236"
"23","Maceo Baston",2003,"40","23","0","16","106","0","0","0","15","25","0.6","18","0.3","0.2","0.2","0.661","0.48"
