"","Player","Yr","PTS","TRB","AST","G","MP","3P","3PA","3P%","2P","2PA","2P%","PER","WS","OWS","DWS","TS%","FTr"
"1","Shareef Abdur-Rahim",2005,"909","392","111","54","1867","15","39","0.385","322","631","0.51","18.7","5.4","3.9","1.5","0.581","0.379"
"2","Cory Alexander",2005,"49","29","37","16","201","8","19","0.421","8","30","0.267","8.8","0","-0.2","0.2","0.451","0.245"
"3","Malik Allen",2005,"194","99","18","36","519","0","0","0","84","177","0.475","14.2","1.1","0.6","0.5","0.512","0.158"
"4","Ray Allen*",2005,"1867","347","289","78","3064","209","556","0.376","431","938","0.459","20.9","10.7","9.7","1","0.555","0.286"
"5","Tony Allen",2005,"492","221","64","77","1262","12","31","0.387","172","356","0.483","14.7","2.7","1.2","1.6","0.542","0.393"
"6","Rafer Alston",2005,"1136","279","514","80","2717","139","389","0.357","264","585","0.451","16.5","5.5","3.8","1.7","0.522","0.265"
"7","Chris Andersen",2005,"513","410","71","67","1430","0","3","0","191","355","0.538","18.5","4.5","2.7","1.8","0.581","0.531"
"8","Derek Anderson",2005,"432","128","143","47","1239","58","151","0.384","94","240","0.392","11.7","1.3","0.7","0.6","0.503","0.223"
"9","Kenny Anderson",2005,"203","88","103","43","743","6","13","0.462","79","188","0.42","10.1","0.2","-0.1","0.3","0.467","0.184"
"10","Shandon Anderson",2005,"255","191","70","66","1171","5","29","0.172","93","188","0.495","9","2.1","0.5","1.6","0.518","0.304"
"11","Carmelo Anthony",2005,"1558","426","194","75","2608","42","158","0.266","488","1072","0.455","16.7","4.9","2.3","2.6","0.526","0.466"
"12","Rafael Araújo",2005,"196","185","16","59","736","1","3","0.333","75","172","0.436","7.1","0.3","-0.4","0.7","0.492","0.314"
"13","Gilbert Arenas",2005,"2038","378","411","80","3274","205","562","0.365","451","961","0.469","21.3","11.5","9.2","2.3","0.565","0.42"
"14","Trevor Ariza",2005,"468","242","85","80","1382","3","13","0.231","169","376","0.449","13.3","2.1","0.8","1.3","0.503","0.447"
"15","Darrell Armstrong",2005,"264","115","178","66","988","28","111","0.252","61","166","0.367","11","0.8","-0.2","1","0.43","0.245"
"16","Carlos Arroyo",2005,"461","104","280","70","1448","8","30","0.267","159","399","0.398","11.3","1.3","0.3","1","0.466","0.347"
"17","Chucky Atkins",2005,"1115","197","358","82","2903","176","455","0.387","212","455","0.466","13.4","4.5","4.7","-0.2","0.558","0.223"
"18","Stacey Augmon",2005,"193","99","36","55","663","0","0","0","68","167","0.407","9.8","0.7","0.3","0.4","0.48","0.461"
"19","Maurice Baker",2005,"0","2","1","5","19","0","0","0","0","1","0","-0.2","0","0","0","0","0"
"20","Vin Baker",2005,"35","39","10","27","204","0","1","0","13","41","0.317","1.4","-0.4","-0.5","0.1","0.354","0.405"
